id,label,kind,group
url:https-//docs.ag-ui.com/,https://docs.ag-ui.com/,url,external-links
url:https-//fonts.googleapis.com,https://fonts.googleapis.com,url,external-links
url:https-//fonts.googleapis.com/css2-family-inter-wght-400-500-600-700-800-900-display-swap,https://fonts.googleapis.com/css2?family=Inter:wght@400;500;600;700;800;900&display=swap,url,external-links
url:https-//fonts.googleapis.com/css2-family-inter-wght-400-500-600-700-800-display-swap,https://fonts.googleapis.com/css2?family=Inter:wght@400;500;600;700;800&display=swap,url,external-links
url:https-//fonts.gstatic.com,https://fonts.gstatic.com,url,external-links
url:https-//github.com/btd/rollup-plugin-visualizer,https://github.com/btd/rollup-plugin-visualizer,url,external-links
url:https-//github.com/webpack-contrib/webpack-bundle-analyzer,https://github.com/webpack-contrib/webpack-bundle-analyzer,url,external-links
url:https-//github.com/whodaniel/fuse,https://github.com/whodaniel/fuse,url,external-links
url:https-//github.com/whodaniel/the-new-fuse,https://github.com/whodaniel/The-New-Fuse,url,external-links
url:https-//learn.microsoft.com/en-us/agent-framework/,https://learn.microsoft.com/en-us/agent-framework/,url,external-links
url:https-//plotly.com/javascript/,https://plotly.com/javascript/,url,external-links
url:https-//preactjs.com/,https://preactjs.com/,url,external-links
url:https-//thenewfuse.com,https://thenewfuse.com,url,external-links
url:https-//thenewfuse.com/auth/login,https://thenewfuse.com/auth/login,url,external-links
url:https-//thenewfuse.com/auth/register,https://thenewfuse.com/auth/register,url,external-links
url:https-//thenewfuse.com/pricing,https://thenewfuse.com/pricing,url,external-links
url:https-//thenewfuse.com/privacy,https://thenewfuse.com/privacy,url,external-links
url:https-//thenewfuse.com/support,https://thenewfuse.com/support,url,external-links
url:https-//thenewfuse.com/terms,https://thenewfuse.com/terms,url,external-links
url:https-//visjs.org/,https://visjs.org/,url,external-links
url:https-//www.chartjs.org/,https://www.chartjs.org/,url,external-links
url:https-//www.youtube.com/watch-v-6qjsw0n0ggw,https://www.youtube.com/watch?v=6qJsw0n0GGw,url,external-links
url:https-//x.com/thenewfuseai,https://x.com/TheNewFuseAI,url,external-links
visualizer:mermaid,Mermaid,visualizer,visualization
visualizer:neo4j,Neo4j,visualizer,visualization
